文件名,说话人名称,说话人ID,日文原文,当前翻译,日文引号数,译文引号数,类别,说明
SC5490,ギルシュ,96,「くはっ、ついに本格的な王国の敵となったか。情けは期待するなよ、キスニぃル！」,哈！你终于真正成为王国的敌人了吗。别指望孤手下留情啊，姬斯尼——尔！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,キスニル,5,「一度はお仕えした身。せめて私の手で片をつけましょう」,我毕竟曾侍奉过您。至少，请让我亲手来个了断吧。,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,キスニル,5,「貴方が民のことを考えて行動する方であれば、私は！」,如果您是位会为子民着想的君主，那我——！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,リシュエンツェーリ,8,「ついに追い詰めましたわ！　ふふふ、この機会にインフルースの戦力を<ruby>削<rt>けず</rt></ruby>らせていただきましょう」,终于把你们逼入绝境了！呵呵呵，就趁这个机会，让本小姐来削弱因夫鲁斯的战力吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,ギルシュ,96,「ふん、誰だ貴様は？　王族である余に声をかけるとはなんて不遜な。打ち首にしてやろう」,哼，你这家伙是谁？胆敢向身为王族的孤搭话，真是无礼至极。拉去砍头吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,リシュエンツェーリ,8,「なっ、このラウロソ領主リシュエンツェーリを知らないとは、なんて愚かなのでしょう！　鉄槌をくだします！」,什、什么！居然连本小姐——劳罗索领主莉秀恩兹利——都不知道，真是愚不可及！本小姐要降下铁锤制裁你！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,ギルシュ,96,「あぁラウロソあの田舎出身なのか。だからこんなに野蛮なのだな」,啊，劳罗索……原来你是那乡下地方出身的。难怪会这么野蛮啊。,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,リシュエンツェーリ,8,「もも、もう許しませんわー！　覚悟してくださいませ！」,我、我绝不原谅你——！请做好觉悟吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,リシュエンツェーリ,8,「行きますわよ！　ラウロソ領主として、役目を果たして見せますわ！」,要上了哦！身为劳罗索领主，本小姐定会履行好职责给您看！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,アヴァロ,1,「みんな、大物の幽霊退治だ！　気合い入れていくぞぉっ」,大家，这回是大幽灵退治！打起精神上啊——！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,ロズリーヌ,7,「あの子の元へは行かせない。ここで死んでもらうわ！」,我不会让你靠近那个孩子。就死在这里吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,ギルシュ,96,「もはや城砦を開け渡すだけでは済まさぬ。ズタズタに、切り刻んでやる！　今さら詫びを入れても遅いぞ、貴様らああぁっ」,事到如今，光是把城砦拱手交出也休想了事。孤要把你们剁成碎片！现在才来求饶，已经太迟了，你们这些家伙——！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,ファーブル,99,「インフルース王国に刃向かうことがどれだけ愚かな行為か、教えてやろう！」,我便让你好好领教，与因夫鲁斯王国为敌是何等愚蠢的行径！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,クードヴァンス,c8,「禁忌と化した神に従う者共よ。フィユシア教の大司教を預かる身として、グアラクーナ城砦と共に鎮めよう」,追随那化为禁忌之神的众人啊。身为执掌菲优希亚教大司教之人，自当连同古亚拉库娜城砦，将你们一并镇压,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,アヴァロ,1,「俺はアンタと会って、城砦が禁忌だからって問答無用で襲いかかってくる奴ばかりじゃないんだと、嬉しかったんだけどな」,……我原本还因为遇到你而高兴，觉得不是所有人都会因为城砦是禁忌，就不由分说地攻过来,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,アヴァロ,1,「下手な言いがかりで城砦を破壊しようとしたこと、後悔させてやるぜ！」,敢用这种蹩脚的借口毁掉城砦，我会让你后悔的！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,クードヴァンス,c8,「言いがかり、か。ならば世の理不尽を乗り越え証明してみせよ」,借口，么……。那便跨越这世间的不讲理，证明给我看吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,アヴァロ,1,「なるほどな。どうしてアンタがこんな強引に戦いを仕掛けてきたのか、なんとなく意図が分かってきたぜ」,……原来如此。我隐约明白你为什么要这么强硬地发起战斗了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5570,アヴァロ,1,「だが、まずはアンタを倒す！　みんな、全力で行くぞ！！」,不过，先打倒你！大家，全力以赴！！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「次は何が書いてあるんだ？」,接下来又写着什么呢？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「長が従えし竜か」,原来是首领所驭之龙啊……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「よし、これで先へ進めるようになったぞ！」,好，这下就能继续前进了！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「また何か書いてあるみたいだな」,这里好像又写着些什么啊,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「どういう意味だ？　４人で土台、そして長が頂点」,什么意思？四人作为基座，而首领立于其顶……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC6710,アヴァロ,1,「これで良かったみたいだな、進む道が開いたぞ」,看来这样就对了，前进的路已经打开了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
